FECHA (YYMMDD);HORA (HHMM);;
130209;2300;60,1;
130210;0000;91,6;
130210;0100;334,8;
130210;0200;281,7;
130210;0300;71;
130210;0400;120,7;
130210;0500;159,1;
130210;0600;120,9;
130210;0700;237,6;
130210;0800;254,1;
130210;0900;257,5;
130210;1000;254,2;
130210;1100;267;
130210;1200;260,9;
130210;1300;256,9;
130210;1400;262,1;
130210;1500;261;
130210;1600;260,8;
130210;1700;257,5;
130210;1800;239,5;
130210;1900;235,1;
130210;2000;224;
130210;2100;203,9;
130210;2200;227,9;
130210;2300;39,7;
130211;0000;41,4;
130211;0100;113,4;
130211;0200;65,5;
130211;0300;53;
130211;0400;19,7;
130211;0500;21,6;
130211;0600;96,2;
130211;0700;67,5;
130211;0800;248,8;
130211;0900;256,8;
130211;1000;256,3;
130211;1100;254,4;
130211;1200;246,8;
130211;1300;236,9;
130211;1400;238,3;
130211;1500;238,1;
130211;1600;240,2;
130211;1700;243,5;
130211;1800;244,7;
130211;1900;232,4;
130211;2000;354,6;
130211;2100;13,5;
130211;2200;282,4;
130211;2300;211,6;
130212;0000;177,4;
130212;0100;93,2;
130212;0200;54,1;
130212;0300;276,6;
130212;0400;74,8999;
130212;0500;70,3999;
130212;0600;73,7;
130212;0700;86,2;
130212;0800;264,6;
130212;0900;256,4;
130212;1000;257,9;
130212;1100;254,3;
130212;1200;245,2;
130212;1300;252,3;
130212;1400;239,3;
130212;1500;239,8;
130212;1600;241,9;
130212;1700;222,8;
130212;1800;221,5;
130212;1900;219,6;
130212;2000;219;
130212;2100;209,1;
130212;2200;198,6;
130212;2300;234,2;
130213;0000;209,3;
130213;0100;211,8;
130213;0200;108,7;
130213;0300;67,6;
130213;0400;0,0999999;
130213;0500;84,6;
130213;0600;53;
130213;0700;233,9;
130213;0800;163,5;
130213;0900;268,6;
130213;1000;294,6;
130213;1100;281,7;
130213;1200;250,5;
130213;1300;257,3;
130213;1400;253,2;
130213;1500;247,5;
130213;1600;249,2;
130213;1700;243,2;
130213;1800;231,3;
130213;1900;235,3;
130213;2000;262;
130213;2100;351,1;
130213;2200;297,7;
130213;2300;27,2;
130214;0000;354,7;
130214;0100;355;
130214;0200;61,4;
130214;0300;82,5;
130214;0400;122,8;
130214;0500;100,6;
130214;0600;47,7;
130214;0700;355,8;
130214;0800;239,6;
130214;0900;235,1;
130214;1000;250,3;
130214;1100;261,5;
130214;1200;253,1;
130214;1300;240,9;
130214;1400;239,3;
130214;1500;232,9;
130214;1600;218,9;
130214;1700;224,8;
130214;1800;226,3;
130214;1900;245,7;
130214;2000;329,2;
130214;2100;354,1;
130214;2200;333,7;
130214;2300;260;
130215;0000;298,8;
130215;0100;345,7;
130215;0200;2,5;
130215;0300;339,3;
130215;0400;10,9;
130215;0500;32,1;
130215;0600;7,7;
130215;0700;23,8;
130215;0800;10,2;
130215;0900;21,7;
130215;1000;345,3;
130215;1100;287,2;
130215;1200;261,4;
130215;1300;260;
130215;1400;258,1;
130215;1500;257,9;
130215;1600;257,8;
130215;1700;258,8;
130215;1800;260,3;
130215;1900;252,8;
130215;2000;238,2;
130215;2100;257,6;
130215;2200;248,2;
130215;2300;238;
130216;0000;249,6;
130216;0100;347,3;
130216;0200;26,2;
130216;0300;31,7;
130216;0400;325;
130216;0500;276,7;
130216;0600;352,1;
130216;0700;349,5;
130216;0800;249,7;
130216;0900;261;
130216;1000;263;
130216;1100;265,9;
130216;1200;255,7;
130216;1300;258,3;
130216;1400;268,1;
130216;1500;286;
130216;1600;297,3;
130216;1700;292,5;
130216;1800;249,5;
130216;1900;241,5;
130216;2000;217,1;
130216;2100;224,6;
130216;2200;228,7;
130216;2300;224;
130217;0000;225,6;
130217;0100;244,5;
130217;0200;233,6;
130217;0300;223,6;
130217;0400;229,9;
130217;0500;236,5;
130217;0600;224,8;
130217;0700;220,5;
130217;0800;224,1;
130217;0900;233;
130217;1000;229,9;
130217;1100;237,8;
130217;1200;242,5;
130217;1300;243,5;
130217;1400;239,9;
130217;1500;243,6;
130217;1600;222,4;
130217;1700;222,6;
130217;1800;228,9;
130217;1900;239,5;
130217;2000;237,3;
130217;2100;300;
130217;2200;358,1;
130217;2300;358,8;
130218;0000;26,8;
130218;0100;52,7;
130218;0200;47;
130218;0300;18,8;
130218;0400;69,1;
130218;0500;53;
130218;0600;78,1;
130218;0700;58,2;
130218;0800;313,8;
130218;0900;321,1;
130218;1000;252,4;
130218;1100;261,5;
130218;1200;247,1;
130218;1300;257,5;
130218;1400;258,8;
130218;1500;258,8;
130218;1600;259,1;
130218;1700;255;
130218;1800;242,8;
130218;1900;253,2;
130218;2000;305,7;
130218;2100;3,3;
130218;2200;33;
130218;2300;51,7;
130219;0000;116,1;
130219;0100;207,8;
130219;0200;72,2999;
130219;0300;78,3999;
130219;0400;64,7;
130219;0500;73,1;
130219;0600;66,1;
130219;0700;86,1;
130219;0800;258,1;
130219;0900;257,2;
130219;1000;257,5;
130219;1100;260,4;
130219;1200;250,2;
130219;1300;256,4;
130219;1400;259,5;
130219;1500;261,3;
130219;1600;255,8;
130219;1700;229,9;
130219;1800;228,9;
130219;1900;232;
130219;2000;236,7;
130219;2100;333,5;
130219;2200;4,2;
130219;2300;257,4;
130220;0000;255,2;
130220;0100;253,1;
130220;0200;233,3;
130220;0300;217,1;
130220;0400;121,1;
130220;0500;59,3;
130220;0600;46,9;
130220;0700;358,4;
130220;0800;264,1;
130220;0900;255,6;
130220;1000;260,3;
130220;1100;255,4;
130220;1200;249,8;
130220;1300;259,5;
130220;1400;235,3;
130220;1500;260,6;
130220;1600;260,2;
130220;1700;228,7;
130220;1800;245,1;
130220;1900;278,4;
130220;2000;336,8;
130220;2100;295,1;
130220;2200;330,3;
130220;2300;11,7;
130221;0000;25,8;
130221;0100;26,9;
130221;0200;28,8;
130221;0300;340,9;
130221;0400;70,3999;
130221;0500;53,2;
130221;0600;53,2;
130221;0700;299,8;
130221;0800;318,5;
130221;0900;346,5;
130221;1000;354,8;
130221;1100;358,8;
